,Sentence,CF,SF,CbD,DI,Violation,PrDist
780,The expert sailors left the boats. They were not seaworthy.,0.7723550680555512,0.7723550681125575,-4.0326579637286315,3.0894202724504787,1.3220627618725924,"[[0.17440586 0.78049685 0.00814178 0.03695551]
 [0.71086918 0.24403352 0.03319365 0.01190364]
 [0.10781503 0.48773648 0.07473261 0.32971588]
 [0.44255687 0.15299464 0.30150597 0.10294253]]"
781,The students created projects based on the biography books. They were reaching for their potential.,0.8780486206740998,0.8780486206696538,-6.107107750443326,5.49999624210536,1.324319630536205,"[[0.07564333 0.02700867 0.66089498 0.23645301]
 [0.10067351 0.0019785  0.88002712 0.01732087]
 [0.17622053 0.06336734 0.56031778 0.20009435]
 [0.2350342  0.00455367 0.74566642 0.0147457 ]]"
782,The police arrested the criminals through the residential area. They were a courageous and determined force.,0.7630046991763421,0.7630046991763046,-2.8642618564044637,2.1721164477430532,1.4606360983193103,"[[4.84421318e-01 3.79605809e-02 4.75283958e-01 2.33414290e-03]
 [1.78170063e-01 3.44211836e-01 2.60270311e-01 2.17347790e-01]
 [9.48647710e-01 3.28217754e-02 1.10575662e-02 7.47294836e-03]
 [4.19914954e-01 5.61554531e-01 1.85254194e-02 5.09511001e-06]]"
783,The dangerous storm delayed the flight. It was flying to Hawaii.,0.5771640700079426,0.5771640701806,-3.5671880120341126,2.350052379324333,1.3369942843098932,"[[0.75822729 0.07032283 0.15783944 0.01361045]
 [0.27009641 0.5584537  0.05845722 0.11299266]
 [0.47589195 0.04648435 0.44017478 0.03744892]
 [0.16745277 0.35492353 0.16110086 0.31652283]]"
784,The skilled bee alighted on the flower. It was securing food.,0.29506312367992615,0.29506312342750407,-1.8133299291776237,1.272011203517887,1.3373653832961239,"[[5.24459910e-01 2.44372440e-01 1.52558877e-01 7.86087730e-02]
 [7.64480962e-01 4.35138794e-03 2.30540626e-01 6.27023792e-04]
 [6.23923007e-01 3.00041535e-01 5.30957808e-02 2.29396772e-02]
 [9.19712391e-01 4.25215144e-03 7.53091977e-02 7.26260283e-04]]"
785,The unstoppable heart pushed blood rapidly. It was a energetic muscle.,0.7847944036049168,0.7847944035123222,-3.907618059980668,3.139177614419667,1.3288843937718324,"[[0.81894067 0.17438431 0.00521368 0.00146134]
 [0.20742652 0.78589846 0.00110406 0.00557096]
 [0.48515707 0.10248546 0.33899727 0.07336019]
 [0.12301555 0.46462698 0.08551503 0.32684244]]"
786,The creative students discussed the insightful books. They were seeking understanding.,0.4315614711003358,0.43156147126817945,-3.604696225165645,2.1648467353738305,1.328875189500369,"[[0.18953432 0.50759599 0.07603452 0.22683517]
 [0.31559903 0.38153127 0.13141405 0.17145565]
 [0.04258988 0.11332874 0.22297895 0.62110243]
 [0.07431473 0.08160389 0.37269835 0.47138302]]"
787,The persistent students read through the adventurous books. They were exploring new ideas.,0.5010062950180925,0.5010062950162932,-3.6067251190876357,2.004025180072589,1.3800752798381843,"[[0.26129879 0.1846513  0.28497514 0.26907478]
 [0.11512073 0.33082935 0.15345099 0.40059893]
 [0.43437152 0.33520649 0.1119024  0.11851958]
 [0.21924202 0.550336   0.0493297  0.18109228]]"
788,The sniper killed the terrorist. He was a dangerous warmonger.,0.6932882738048862,0.6932882737118939,-3.7081089590298033,2.7731530952200094,1.3244784811910573,"[[0.7735544  0.1505147  0.06467069 0.01126022]
 [0.21175905 0.71231004 0.01902176 0.05690914]
 [0.49511081 0.09390077 0.34311427 0.06787414]
 [0.13659155 0.45242004 0.09418927 0.31679915]]"
789,The police chased the criminals through the busy streets. They were a fearless and dedicated force.,0.6856686700301975,0.6856686701633832,-3.0436264483470956,2.0409771565487067,1.3968838514991335,"[[0.48750475 0.01993539 0.48747867 0.00508119]
 [0.20925258 0.29818756 0.25548655 0.23707331]
 [0.89975266 0.02018517 0.07523076 0.00483141]
 [0.42583692 0.49410091 0.03890221 0.04115996]]"
790,The people staged a demonstration against the government. They were making a statement.,0.7771530007534054,0.7771530007526578,-3.947775252990221,3.1086120030136217,1.285052132206109,"[[0.12777703 0.10320184 0.48222659 0.28679454]
 [0.00620272 0.22477615 0.04702438 0.72199676]
 [0.49231002 0.33807007 0.1176936  0.0519263 ]
 [0.0362902  0.7940899  0.0169369  0.152683  ]]"
791,The storm ruined the scheduled flight. It was putting lives in peril.,0.32404405009242565,0.3240440500211267,-2.591225968186565,1.6335935823521837,1.5397608181242664,"[[0.42138848 0.2073357  0.12298135 0.24829447]
 [0.61502925 0.01369492 0.33773897 0.03353685]
 [0.41728364 0.34441159 0.12708619 0.11121858]
 [0.72295021 0.03874502 0.22981802 0.00848675]]"
792,The curious bee buzzed around the flower. It was producing nectar.,0.8268499696098269,0.826849969609516,-4.749750462211811,4.036249391485924,1.2545508822595193,"[[0.06783113 0.54663661 0.01843786 0.36709439]
 [0.31691533 0.29755241 0.11534003 0.27019222]
 [0.01423532 0.89888364 0.07203367 0.01484736]
 [0.4126121  0.50050686 0.01964326 0.06723777]]"
793,The eager bee perched on the flower. It was full of pollen.,0.6562898501629679,0.656289850155074,-3.8549078529147898,2.6251594006518717,1.3304161590178238,"[[0.47028271 0.24659684 0.18824914 0.09487132]
 [0.65447419 0.06240536 0.2665767  0.01654375]
 [0.18227722 0.08248382 0.47625463 0.25898433]
 [0.23905984 0.0257012  0.68199105 0.05324791]]"
794,The bee examined the productive flower. It was on a mission.,0.33412597039981884,0.33412597057432714,-2.5385368522044858,1.512206052511992,1.1773376013920664,"[[0.00073408 0.20638445 0.08697744 0.70590403]
 [0.069913   0.13720552 0.09327998 0.69960149]
 [0.03268906 0.38914844 0.05502247 0.52314004]
 [0.06508879 0.3567487  0.09810419 0.48005831]]"
795,The sharp knife sliced through the construction fence with precision. It was powerful and precise.,0.6346975230189024,0.6346975177883333,-3.0970437683934433,2.538790092076802,1.3985411170283208,"[[0.25122742 0.10021844 0.39077099 0.25778314]
 [0.04210174 0.30934412 0.04057972 0.60797441]
 [0.0019068  0.0053941  0.64009162 0.35260749]
 [0.00314154 0.00415935 0.07953992 0.91315918]]"
796,The opportunistic birds foraged for the chewy seeds. They were tempting.,0.27506076205937124,0.2750607623082365,-3.135674369118738,1.387283572885939,1.4485023761556222,"[[0.31049993 0.33437408 0.10498508 0.25014092]
 [0.22976608 0.41510792 0.14004716 0.21507884]
 [0.1263287  0.17172441 0.28915631 0.41279058]
 [0.06937788 0.22867523 0.30043536 0.40151153]]"
797,The police interrogated the criminals through the city streets. They were a patient and empathetic team.,0.39937629198097957,0.39937629197626323,-2.8433011677214033,1.792901940103097,1.5045018528510312,"[[0.43154023 0.08161856 0.48099485 0.00584635]
 [0.12674205 0.38641675 0.33756756 0.14927365]
 [0.53596764 0.03203089 0.37656745 0.05543402]
 [0.21775357 0.35024497 0.24655604 0.18544543]]"
798,The irresponsible sailors plummeted off the boats. They were falling apart.,0.36579387287316034,0.3657938728934722,-1.7567652965289728,1.2126140025261523,1.486573199203378,"[[0.04638078 0.0314996  0.10022684 0.82189277]
 [0.02920558 0.04867481 0.35182831 0.5702913 ]
 [0.13386489 0.19638417 0.01274273 0.65700821]
 [0.12100106 0.209248   0.26003283 0.40971812]]"
799,The sniper took out the brutal terrorist. He was a accurate assassin.,0.6040049985451953,0.6040049985520473,-3.7743933088431048,2.4921642922916565,1.3331856319400925,"[[0.63091318 0.1525561  0.17159218 0.04493854]
 [0.14260976 0.64085953 0.03685453 0.17967619]
 [0.57714261 0.14133593 0.22536275 0.05615871]
 [0.12966089 0.58881764 0.04980339 0.23171807]]"
800,The plucky birds swooped down and ate the tough seeds. They were a juicy delight.,0.7241518903376667,0.7241518903366829,-3.2555528992164064,2.497119288539478,1.3472553340108577,"[[9.38717080e-01 5.79621809e-02 2.33381354e-03 9.86925607e-04]
 [3.71528446e-01 6.25150815e-01 8.70992565e-04 2.44974658e-03]
 [5.29024034e-01 2.93244070e-02 4.12026860e-01 2.96246994e-02]
 [2.13578264e-01 3.44770177e-01 1.58821175e-01 2.82830385e-01]]"
801,The proactive people gathered against the government. They were fighting for their freedoms.,0.8474111907868218,0.8474111907839432,-4.101899850858497,3.3896447631504483,1.3267445942428127,"[[0.01562615 0.00222468 0.84963587 0.1325133 ]
 [0.00474616 0.01310467 0.24968676 0.73246241]
 [0.23945033 0.03775211 0.62581169 0.09698587]
 [0.07019791 0.20700452 0.18423501 0.53856255]]"
802,The sailors slid off the boats. They were falling apart.,0.37597421021483957,0.3759742102146798,-1.872060275115173,1.1952558459357219,1.5595365004515385,"[[0.05545856 0.03276718 0.10941609 0.80235818]
 [0.01395043 0.07427531 0.36597162 0.54580264]
 [0.15237744 0.23466226 0.01249721 0.60046309]
 [0.13788715 0.24915255 0.2420349  0.3709254 ]]"
803,The athletic heart beat blood with care. It was a focused organ.,0.5136357848227592,0.5136357848925998,-3.606493664732167,2.054543139570882,1.3090885251554953,"[[0.40378666 0.20813177 0.25568048 0.13240109]
 [0.30280499 0.30911344 0.17805554 0.21002602]
 [0.65471422 0.3397821  0.00475293 0.00075076]
 [0.47790793 0.51658839 0.00295261 0.00255108]]"
804,The resourceful sniper took aim the terrorist. He was a ruthless human rights abuser.,0.6833058199238736,0.683305819920991,-3.8270604422003287,2.733223279707716,1.3211984807564212,"[[0.55746966 0.17758418 0.20235487 0.06259129]
 [0.10653262 0.62852122 0.03968383 0.22526233]
 [0.63086513 0.19865713 0.1289594  0.04151833]
 [0.12159243 0.70792984 0.02462402 0.14585372]]"
805,The people marched for their cause against the government. They were not backing down.,0.6764713595347667,0.6764713595341644,-3.630789823661493,2.70588543813931,1.3241955212951315,"[[0.06468115 0.34107857 0.09477083 0.49946945]
 [0.28871438 0.11704534 0.42290036 0.17133992]
 [0.0055967  0.02954669 0.15385527 0.81100134]
 [0.02500664 0.01013675 0.68660811 0.2782485 ]]"
806,The strong bee hovered over the awe-inspiring flower. It was supplying nectar.,0.9101697684772547,0.9101697684528297,-5.1046648284272,4.183172672089713,1.3431418233986085,"[[0.29136823 0.30259618 0.16697278 0.2390628 ]
 [0.06606791 0.5278965  0.01521214 0.39082345]
 [0.45128862 0.5401612  0.0070524  0.00149778]
 [0.07711461 0.91433521 0.00416544 0.00438474]]"
807,The treacherous storm interrupted the commercial flight. It was making road conditions hazardous.,0.5340467217313098,0.534046721872367,-3.3336262839795294,2.186766218174726,1.278775766751382,"[[0.70859527 0.08415833 0.19904927 0.00819714]
 [0.64252132 0.15023227 0.16287711 0.0443693 ]
 [0.34012789 0.03346993 0.56751665 0.05888554]
 [0.27756136 0.09603645 0.52783707 0.09856512]]"
808,The determined bee collected nectar from the flower. It was full of pollen.,0.7613718111895725,0.761371811192302,-5.088647865944997,4.812441150358783,1.460241327073528,"[[0.04376112 0.04075395 0.70263784 0.2128471 ]
 [0.00144806 0.08306701 0.84443882 0.07104611]
 [0.15555182 0.14910865 0.59084713 0.10449239]
 [0.3007953  0.00386518 0.54509158 0.15024794]]"
809,The winning sniper eliminated the terrorist. He was a successful marksman.,0.7199280019817538,0.7199280018105173,-3.5272445787209907,2.7548651886207907,1.3278438407262065,"[[5.04332763e-01 5.68855461e-02 3.92718547e-01 4.60631430e-02]
 [1.73516177e-01 3.87702132e-01 1.34160394e-01 3.04621297e-01]
 [8.93863977e-01 1.02528891e-01 3.18733405e-03 4.19797774e-04]
 [3.06538144e-01 6.89854724e-01 1.13842657e-03 2.46870526e-03]]"
810,The healthy heart circulated blood with assurance. It was a well-oiled muscle.,0.6539911147478797,0.6539911147446611,-3.791026030032471,2.615964458998797,1.2763893510922926,"[[0.55457117 0.22226338 0.17796602 0.04519943]
 [0.08301524 0.69381931 0.03982819 0.18333726]
 [0.49288301 0.19055067 0.23965418 0.07691214]
 [0.07871542 0.60471826 0.04412801 0.27243831]]"
811,The sniper took aim the terrorist. He was a dangerous human rights abuser.,0.6747082681490901,0.6747082681504742,-3.8205560225422817,2.69883307261303,1.3212063332055082,"[[0.54323352 0.17322357 0.21647446 0.06706845]
 [0.10395487 0.61250222 0.04248608 0.24105683]
 [0.62436446 0.19678476 0.13534352 0.04350727]
 [0.12050485 0.70064437 0.0259361  0.15291469]]"
812,The serrated knife scraped the fence separating the yards. It was old and decrepit.,0.7218242393059496,0.7218242393056006,-3.0619288008823298,2.6808330945585745,1.2906133937252884,"[[0.40146794 0.13144367 0.45116575 0.01592264]
 [0.07844421 0.4544674  0.19898228 0.26810611]
 [0.82112853 0.12650622 0.03150516 0.02086009]
 [0.24682841 0.70080635 0.03059808 0.02176716]]"
813,The people took a stand against the government. They were bribing officials.,0.641678689592111,0.641678689595113,-4.2130479323608405,2.690981681782485,1.2443551240630368,"[[0.21985337 0.26825611 0.29932285 0.21256767]
 [0.33450732 0.15360217 0.35573113 0.15615938]
 [0.02019847 0.02836128 0.49897774 0.4524625 ]
 [0.04270801 0.00585175 0.64753044 0.3039098 ]]"
814,The unswerving heart drove blood with a clear intention. It was a well-functioning muscle.,0.6191166454653284,0.6191166454653861,-3.213615446947831,2.573193721929994,1.5811137730846054,"[[0.18871529 0.59195988 0.01223042 0.2070944 ]
 [0.05748267 0.72319251 0.10407586 0.11524896]
 [0.12022517 0.10490233 0.08072055 0.69415195]
 [0.01450999 0.21061751 0.14704854 0.62782396]]"
815,The serrated knife sliced through the soccer fence with a satisfying sound. It was precise and accurate.,0.6554742161517358,0.6554742159574711,-3.816560156890217,2.6218968646075043,1.2105501661108908,"[[0.0165282  0.04980721 0.70528142 0.22838317]
 [0.0165902  0.04974521 0.42299741 0.51066719]
 [0.29255095 0.15041821 0.42925868 0.12777217]
 [0.23885849 0.20411066 0.20072911 0.35630173]]"
816,The sailors left the dependable boats. They were surviving extreme conditions.,0.8940748040401315,0.8940748040273238,-5.943843354039879,5.33567972303227,1.3076293986276268,"[[0.04586306 0.01622483 0.73070945 0.20720266]
 [0.06065008 0.00143781 0.89551262 0.04239949]
 [0.25814936 0.07857802 0.51842314 0.14484948]
 [0.32192772 0.01479966 0.63423498 0.02903765]]"
817,The knife sliced through the old fence with ease. It was a sharp blade.,0.6359721649935164,0.6359721649804755,-3.7629958505528327,2.5438886599969543,1.3494494104644918,"[[0.29753807 0.09260692 0.46515869 0.14469632]
 [0.07250799 0.317637   0.13193298 0.47792203]
 [0.63335983 0.2070533  0.12933693 0.03024994]
 [0.16267652 0.67773661 0.04176444 0.11782243]]"
818,The fearless people rallied against the unfair government. They were denying equal opportunities.,0.7097786228922457,0.7097786229559796,-5.648453565787992,4.552670395969431,1.324047559668696,"[[0.34765944 0.56710881 0.03239225 0.0528395 ]
 [0.18756101 0.72720724 0.01742862 0.06780314]
 [0.30719415 0.50124652 0.07285754 0.11870179]
 [0.16567736 0.64276331 0.03931226 0.15224707]]"
819,The persistent storm forced the flight. It was full of passengers.,0.9053639581078865,0.9053639581075494,-5.518940603096199,5.067453582293638,1.3002301982493139,"[[0.01625289 0.01207346 0.78173438 0.18993928]
 [0.02195123 0.00637511 0.91173907 0.05993459]
 [0.32201455 0.11447327 0.47597271 0.08753946]
 [0.42103331 0.01545452 0.51265699 0.05085518]]"
820,The sailors escaped off the unprotected boats. They were fighting for survival.,0.6763622501147214,0.6763622499919095,-3.456423299243564,2.4952068489563906,1.3281248747581786,"[[0.22229888 0.03088719 0.6546889  0.09212503]
 [0.07016579 0.18302028 0.20703466 0.53977927]
 [0.76276055 0.10677971 0.11422724 0.01623251]
 [0.24098651 0.62855375 0.03621394 0.0942458 ]]"
821,The birds reached the chewy seeds. They were in need of sustenance.,0.6597770752985131,0.6597770748984118,-3.5700592215120794,2.6391083011941836,1.3476766468795123,"[[0.04542184 0.26941611 0.10732551 0.57783654]
 [0.21076201 0.10407594 0.48942922 0.19573283]
 [0.0102724  0.03014175 0.14247495 0.8171109 ]
 [0.03160868 0.00880547 0.66858255 0.2910033 ]]"
822,The storm interrupted the flight. It was carrying essential supplies.,0.40486453748538187,0.4048645374811456,-3.8836124697759757,2.3568911743606322,1.3241638840454049,"[[0.25830043 0.50026999 0.09540545 0.14602412]
 [0.26934376 0.48922666 0.10473212 0.13669746]
 [0.18088869 0.37754545 0.17281719 0.26874867]
 [0.21457625 0.34385788 0.15949963 0.28206623]]"
823,The peaceful people demonstrated against the government. They were fighting for their dignity.,0.45031806891383375,0.45031806893763626,-3.614554432361183,2.1337149723192876,1.3035755826181443,"[[0.04745253 0.12669502 0.20980569 0.61604676]
 [0.11950885 0.0546387  0.50358162 0.32227083]
 [0.19220986 0.51536643 0.06504836 0.22737535]
 [0.45227664 0.25529965 0.17081383 0.12160988]]"
824,The curious sailors abandoned the boats. They were not built well.,0.8752488242892029,0.8752488242882158,-4.352462261237665,3.500995297156812,1.3154191020216595,"[[0.10328488 0.87742472 0.0021759  0.0171145 ]
 [0.68073438 0.29997523 0.0132188  0.00607159]
 [0.05859199 0.48272946 0.04686879 0.41180977]
 [0.37850647 0.16281497 0.31544671 0.14323185]]"
825,The storm ruined the international flight. It was carrying important documents.,0.8441231767452063,0.8441231766460571,-4.619912801093591,3.6889680035855674,1.2763482838574687,"[[1.93366815e-01 2.54097604e-01 3.32216428e-01 2.20319152e-01]
 [3.50514210e-01 9.69502089e-02 5.10720420e-01 4.18151603e-02]
 [3.27235759e-03 1.38390964e-02 5.22310886e-01 4.60577660e-01]
 [8.26581749e-04 1.62848722e-02 8.60408049e-01 1.22480497e-01]]"
826,The knife scraped the soccer fence carefully. It was sharp and well-maintained.,0.5034157157057877,0.5034157157003027,-3.5068514354367677,2.4195290753926306,1.2676259032172914,"[[0.55180999 0.26682572 0.09644542 0.08491887]
 [0.30957582 0.50905989 0.00564418 0.17572011]
 [0.55924273 0.19047923 0.08901267 0.16126537]
 [0.22556801 0.52415395 0.08965198 0.16062606]]"
827,The students pored over the books. They were written by experts.,0.33114950309133695,0.3311495031078795,-2.8131642464261515,1.494179190227283,1.3249505079557995,"[[0.19953712 0.28590832 0.2163449  0.29820965]
 [0.07107875 0.41436669 0.08321719 0.43133737]
 [0.04903877 0.06286188 0.36684326 0.5212561 ]
 [0.01586993 0.09603072 0.13842601 0.74967334]]"
828,The brilliant students absorbed the books. They were containing valuable information.,0.4611404557418245,0.4611404558373411,-3.5045272143059973,2.236492582223578,1.3449067384990179,"[[0.68951508 0.04511958 0.24398927 0.02137606]
 [0.60697469 0.12765997 0.22564266 0.03972267]
 [0.44319248 0.02917142 0.49031188 0.03732422]
 [0.38855189 0.08381201 0.44406546 0.08357064]]"
829,The sailors plunged into the unprotected boats. They were braving the storm.,0.588838137408976,0.5888381374042297,-3.335937741901944,2.355352549641065,1.3341298676238313,"[[0.76701216 0.1123523  0.10805076 0.01258478]
 [0.25076248 0.62860198 0.03976384 0.0808717 ]
 [0.61456733 0.09058055 0.26049559 0.03435652]
 [0.2042475  0.50090039 0.08627882 0.20857329]]"
830,The eager bee alighted on the pristine flower. It was producing pollen.,0.36500285954130307,0.36500285758430195,-1.8678832952613103,1.1028362772555595,1.2967470295318158,"[[0.61456335 0.08200009 0.27460923 0.02882733]
 [0.49644222 0.20012121 0.20739043 0.09604614]
 [0.86676315 0.10550935 0.02240943 0.00531807]
 [0.68529905 0.28697345 0.0185336  0.00919389]]"
831,The acrobatic birds snatched the seeds. They were a satisfying snack.,0.36153263256099866,0.3615326327317788,-3.068087569662557,1.999364006923705,1.4008572233715366,"[[0.55139287 0.00648604 0.3045867  0.13753439]
 [0.28071575 0.27716316 0.07542282 0.36669827]
 [0.45393176 0.04051518 0.40204781 0.10350525]
 [0.26865973 0.22578721 0.08747884 0.41807422]]"
832,The enthusiastic heart drove blood rapidly. It was a resilient organ.,0.7778613782383527,0.7778613782359192,-3.91866462987894,3.111445512954295,1.3406345673750029,"[[0.35758929 0.07942902 0.44963117 0.11335052]
 [0.08484283 0.35217548 0.09847172 0.46450997]
 [0.77699249 0.18418344 0.03022797 0.0085961 ]
 [0.17699061 0.78418531 0.00632394 0.03250014]]"
833,The knife sliced through the fence surrounding the park. It was a heavy-duty tool.,0.8112727758346964,0.8112727758345173,-4.046513378825527,3.245091103338785,1.3583727562867705,"[[0.2498943  0.04452082 0.57453871 0.13104617]
 [0.0701756  0.22423951 0.14943942 0.55614547]
 [0.00939327 0.00376696 0.81503974 0.17180003]
 [0.00299794 0.0101623  0.21661709 0.77022268]]"
834,The curious bee flew over the flower. It was abundant with pollen.,0.48455501789987554,0.48455501789992494,-3.56474759524155,2.2559430740034156,1.2485575162088574,"[[0.51685716 0.26266575 0.183235   0.0372421 ]
 [0.27047663 0.50904627 0.09237722 0.12809988]
 [0.60244912 0.24495976 0.09764304 0.05494809]
 [0.28469321 0.56271566 0.07816064 0.07443048]]"
835,The adventurous sailors leapt off the boats. They were breaking down.,0.5480912096222301,0.5480912096217153,-3.6966341769309574,2.407809529792801,1.3251195920310792,"[[0.02073768 0.19393414 0.07547844 0.70984974]
 [0.14997158 0.06470025 0.54819692 0.23713125]
 [0.05195142 0.48319558 0.0442647  0.4205883 ]
 [0.37433635 0.16081065 0.32383215 0.14102085]]"
836,The imaginative students scrutinized the books. They were well-written.,0.830014540452307,0.830014540419123,-4.277985856323429,3.411699416981399,1.5085882365300982,"[[5.71112633e-01 3.72624483e-01 3.46131861e-02 2.16496977e-02]
 [5.75505218e-02 8.86186594e-01 5.61720539e-02 9.08299284e-05]
 [4.08355337e-01 2.20280796e-01 1.97370482e-01 1.73993385e-01]
 [9.58728938e-02 5.32763239e-01 1.78496819e-02 3.53514185e-01]]"
837,The strong heart pushed blood with great force. It was a harmonious organ.,0.7510070985814726,0.7510070985378794,-3.984188046614034,3.004028394325891,1.337537518899204,"[[0.1061359  0.01424462 0.76525172 0.11436776]
 [0.0348032  0.08557732 0.25040215 0.62921732]
 [0.62281506 0.09107265 0.24857256 0.03753973]
 [0.2025708  0.51131692 0.08263456 0.20347772]]"
838,The knife scraped the community fence surrounding the pool. It was enclosing the prison yard.,0.7680947286074207,0.7680947286069909,-4.582739866394521,3.415420178200352,1.3297872718206565,"[[0.26473813 0.52900145 0.06625784 0.14000258]
 [0.02069662 0.77304296 0.00494823 0.20131219]
 [0.14105272 0.27570357 0.18994325 0.39330046]
 [0.00992199 0.40683429 0.01572286 0.56752086]]"
839,The strong heart drove essential blood with a clear intention. It was a unwavering muscle.,0.6111584085928733,0.6111584085479705,-3.3845089433728983,2.444633634383072,1.320467522283241,"[[0.40692651 0.1947022  0.28496519 0.11340611]
 [0.07361066 0.52801804 0.06902681 0.32934449]
 [0.05660328 0.02413001 0.63528841 0.2839783 ]
 [0.00865122 0.07208207 0.13398625 0.78528046]]"
840,The precise sniper eliminated the terrorist. He was a notorious money launderer.,0.53838406009899,0.5383840601070118,-3.807220356102007,2.4341009118748795,1.3225921644253855,"[[0.27298142 0.07227255 0.51673338 0.13801265]
 [0.06332865 0.28192533 0.11786093 0.5368851 ]
 [0.19983571 0.05149503 0.58987909 0.15879017]
 [0.04668933 0.20464141 0.13450024 0.61416902]]"
841,The skilled bee approached the flower. It was searching for nectar.,0.8326189461916058,0.8326189462182054,-6.650823909167558,6.057606392888669,1.3439880793349923,"[[0.10361845 0.02015931 0.70194197 0.17428027]
 [0.11504726 0.0087305  0.83102727 0.04519497]
 [0.08833039 0.0251252  0.71723003 0.16931439]
 [0.1080753  0.00538029 0.83799924 0.04854518]]"
842,The diligent birds worked on the seeds. They were juicy and tender.,0.8787836908231003,0.8787836907773148,-4.479917912824582,3.5151347632924015,1.3225902384155799,"[[0.25451    0.17337933 0.34327246 0.22883821]
 [0.02311445 0.40477488 0.03375991 0.53835076]
 [0.55992123 0.37573682 0.03786123 0.02648072]
 [0.05306968 0.88258837 0.00380468 0.06053726]]"
843,The sharp knife scratched the old fence effortlessly. It was a weak and easily damaged.,0.7694784716264105,0.7694784717344022,-3.8287650504259725,3.0779138869389726,1.3140855691149795,"[[0.03055652 0.00580545 0.77528392 0.18835412]
 [0.00909443 0.02726753 0.17412494 0.78951309]
 [0.34913966 0.07058127 0.45670077 0.12357829]
 [0.08754994 0.332171   0.09566943 0.48460963]]"
844,The tireless bee arrived on the flower. It was yielding nectar.,0.7516662702128691,0.7516662702127824,-5.340284304912696,4.16875699643502,1.316923317916255,"[[0.16325525 0.41455883 0.12403585 0.29815007]
 [0.0107538  0.56706028 0.00758302 0.41460289]
 [0.21870176 0.55130133 0.06858934 0.16140757]
 [0.01502143 0.75498166 0.00331539 0.22668151]]"
845,The untiring heart pushed blood with determination. It was a steadfast organ.,0.627823514291354,0.6278235137177495,-3.723327635141966,2.51129405730918,1.3239140195898522,"[[0.15244401 0.03468818 0.6625117  0.15035611]
 [0.03562644 0.15150576 0.15508098 0.65778682]
 [0.66014651 0.14993593 0.1548092  0.03510836]
 [0.15445254 0.65562991 0.03625489 0.15366267]]"
846,The pecking birds chirped and ate the ripe seeds. They were a flavorful snack.,0.5992712694062472,0.5992712693855002,-2.528365293740039,1.7448367289026372,1.471801910039659,"[[0.96602332 0.00352386 0.00398953 0.02646329]
 [0.58733262 0.38221456 0.01075712 0.0196957 ]
 [0.5306107  0.00319296 0.43940215 0.02679419]
 [0.34028876 0.19351491 0.25780099 0.20839535]]"
847,The activist people started a march against the government. They were sending a message.,0.5394768731641638,0.5394768731638043,-5.249840751362555,3.868340806595131,1.2981350503511204,"[[0.16322903 0.58425789 0.04478101 0.20773207]
 [0.20311844 0.54436848 0.03614258 0.2163705 ]
 [0.10965649 0.55721286 0.09835355 0.2347771 ]
 [0.17513201 0.49173734 0.06412901 0.26900164]]"
848,The skilled sailors escaped off the top-heavy boats. They were not sturdy.,0.9290681198563401,0.9290681198555347,-4.660426350513653,3.7162724794253608,1.329610164839843,"[[0.00659416 0.00931358 0.40672871 0.57736355]
 [0.01449382 0.00141392 0.93048204 0.05361023]
 [0.20312804 0.29568484 0.21019483 0.29099228]
 [0.46879951 0.03001338 0.47617635 0.02501077]]"
849,The plucky birds noticed the seeds. They were a mouth-watering delight.,0.5601635482531077,0.5601635481701108,-2.8297078294160656,1.8667023402419487,1.3404809851550281,"[[8.80120860e-01 1.18594141e-01 2.68000001e-04 1.01699913e-03]
 [5.31958633e-01 4.66756368e-01 8.07826255e-05 1.20421651e-03]
 [5.45213308e-01 8.06590481e-02 3.35175552e-01 3.89520917e-02]
 [3.18940313e-01 3.06932044e-01 2.13099103e-01 1.61028541e-01]]"
850,The chirpy birds delicately ate the seeds. They were a tempting snack.,0.8977254633259395,0.8977254633015047,-5.462206529545334,4.691066716991109,1.3231988920751427,"[[3.36310033e-01 6.63687861e-01 1.97733210e-06 1.27744987e-07]
 [1.02271621e-01 8.97726274e-01 8.10726698e-07 1.29435039e-06]
 [2.06040609e-01 4.05312618e-01 1.30271402e-01 2.58375371e-01]
 [6.25142339e-02 5.48838993e-01 3.97581977e-02 3.48888576e-01]]"
851,The ravenous birds kept eating the different seeds. They were insatiable.,0.7195842133093227,0.7195842132950371,-5.008337525907832,3.830428118715399,1.3419793108877753,"[[0.13491095 0.73400155 0.01441733 0.11667017]
 [0.35710401 0.51180849 0.05209662 0.07899089]
 [0.09593558 0.55128786 0.0533927  0.29938386]
 [0.27523241 0.37199103 0.13396821 0.21880835]]"
852,The lively birds experimented with the mouth-watering seeds. They were flying to new destinations.,0.8024730022392681,0.8024730022074169,-5.165674382296535,4.790365317262321,1.5916866240765966,"[[0.28444945 0.03414483 0.59563296 0.08577275]
 [0.11706647 0.20152781 0.59664614 0.08475957]
 [0.00425004 0.07335937 0.87583237 0.04655822]
 [0.04828223 0.02932718 0.66543038 0.25696021]]"
