,Unnamed: 0,Sentence,CF,SF,CbD,DI,Distribution,Entropy
184,184,The enthusiastic students perused the books. They were outdated.,0.6729462465866931,0.672946246632351,-3.66467402345903,2.691784986542923,"[[0.0974355  0.27122669 0.13743918 0.49389864]
 [0.27943602 0.08922616 0.5292253  0.10211251]
 [0.19451988 0.71330104 0.0403548  0.05182428]
 [0.72463228 0.18318864 0.08402904 0.00815003]]",(0.279034719148-0j)
185,185,The bee was focused on the sweet flower. It was collecting essential pollen.,0.6366396981396988,0.636639698150298,-4.837162953932452,3.645136475121905,"[[0.13473568 0.0978744  0.42634776 0.34104216]
 [0.22360379 0.00900629 0.64564599 0.12174393]
 [0.12072905 0.16570996 0.44035438 0.2732066 ]
 [0.24409825 0.04234077 0.62515153 0.08840945]]",(0.950463142533-0j)
186,186,The students studied the books. They were thrilling their senses.,0.4725160172052889,0.4725160172145908,-2.7361143640466663,1.9238710137720492,"[[0.04899559 0.05443757 0.46110094 0.4354659 ]
 [0.04225015 0.06118301 0.06963475 0.82693209]
 [0.28499234 0.29940857 0.22510418 0.1904949 ]
 [0.00582049 0.57858042 0.1060644  0.30953468]]",(0.039632897002-0j)
187,187,The active bee ventured to the flower. It was producing honey.,0.4476582546015,0.4476582546020636,-2.264887017628525,1.5006937786441363,"[[8.88449862e-01 1.56471877e-02 9.52192816e-02 6.83668550e-04]
 [6.50237525e-01 2.53859524e-01 6.56940415e-02 3.02089087e-02]
 [5.98138435e-01 1.03572638e-02 3.85530708e-01 5.97359251e-03]
 [4.40107939e-01 1.68387760e-01 2.75823628e-01 1.15680673e-01]]",(0.939631202432-0j)
188,188,The fearless people rallied together against the unresponsive government. They were misusing funds.,0.596655665667404,0.5966556662374751,-3.3354347442281087,2.386622664950445,"[[0.57174138 0.10422985 0.23831686 0.0857119 ]
 [0.26303896 0.41293228 0.12190546 0.20212331]
 [0.79673443 0.18486565 0.01332381 0.00507611]
 [0.38268831 0.59891177 0.0022561  0.01614382]]",(0.308818424812-0j)
189,189,The graceful birds chased the tempting seeds. They were quick.,0.4352635232212822,0.4352635232685734,-1.8294249248479373,1.2073391683149413,"[[0.00426774 0.34829294 0.06244681 0.58499251]
 [0.10095333 0.25160734 0.20014328 0.44729605]
 [0.01471203 0.03601385 0.05200252 0.8972716 ]
 [0.04389256 0.00683333 0.25720405 0.69207007]]",(0.240492084753-0j)
190,190,The powerful heart drove blood with great force. It was a unwavering muscle.,0.6057577066354909,0.6057577066477484,-5.181051913378616,3.9771861393293193,"[[0.23655969 0.55004162 0.04468969 0.16870899]
 [0.34227292 0.4443284  0.05578957 0.15760911]
 [0.22395108 0.66305601 0.0572983  0.05569461]
 [0.35098507 0.53602202 0.04707742 0.06591548]]",(0.507904511891-0j)
191,191,The diligent students learned from the books. They were providing new insights.,0.7261366498219484,0.7261366498219692,-3.7304130422346624,2.9045465992884707,"[[0.01255235 0.02084646 0.74698311 0.21961807]
 [0.00712635 0.02627247 0.37129804 0.59530315]
 [0.22155993 0.15877298 0.53797553 0.08169155]
 [0.11934905 0.26098386 0.25907533 0.36059175]]",(0.563509469933+0j)
192,192,The resourceful sniper killed the terrorist. He was a dangerous murderer.,0.5156739372375533,0.5156739372518856,-3.1665037531577105,2.0626957490225797,"[[0.07421952 0.53540311 0.01972917 0.37064819]
 [0.22447474 0.3851479  0.08235011 0.30802726]
 [0.06005419 0.17437428 0.03389451 0.73167702]
 [0.05499191 0.17943656 0.25183293 0.5137386 ]]",(0.323359565355-0j)
193,193,The passionate people staged a boycott against the unresponsive government. They were taking bribes.,0.6449919991273989,0.6449919992180562,-5.2633405247775285,3.874513910224201,"[[0.22986544 0.53126832 0.07201789 0.16684835]
 [0.33404192 0.42709184 0.10345537 0.13541087]
 [0.28620259 0.66067274 0.01568074 0.03744393]
 [0.4139392  0.53293613 0.02355808 0.02956659]]",(0.064822643103+0j)
194,194,The sailors tumbled off the boats. They were handling the rough seas.,0.4215204209321781,0.4215204209308011,-1.9182689533630195,1.6860816837373027,"[[0.3921386  0.19795573 0.14674018 0.26316549]
 [0.04775387 0.54234046 0.12082004 0.28908563]
 [0.31348643 0.01095458 0.22539236 0.45016664]
 [0.14740181 0.17703919 0.02117209 0.6543869 ]]",(0.167512604324+0j)
195,195,The brave bee examined the generous flower. It was acquiring nectar.,0.6980321166590211,0.6980321166594048,-3.925065333005003,2.7921284666396433,"[[0.05519464 0.581717   0.06146763 0.30162073]
 [0.41403036 0.22288128 0.24645847 0.11662989]
 [0.07897052 0.73572387 0.03769175 0.14761386]
 [0.51138739 0.30330699 0.14910144 0.03620418]]",(0.833055571789-0j)
196,196,The birds plucked the seeds. They were expanding their palate.,0.4805430359304037,0.480543035930114,-2.4447818099565426,1.941739460343037,"[[0.16667227 0.106284   0.35459131 0.37245242]
 [0.02217098 0.25078529 0.01365774 0.71338599]
 [0.00893397 0.03178657 0.5123296  0.44694985]
 [0.00311512 0.03760542 0.03271359 0.92656586]]",(0.150040758569+0j)
197,197,The sniper assassinated the terrorist. He was a ruthless dictator.,0.9017084916842296,0.9017084916984208,-5.628320790549948,4.943584001796252,"[[0.07667601 0.90716892 0.00546043 0.01069464]
 [0.25710987 0.72673506 0.00250502 0.01365005]
 [0.04435188 0.54945051 0.03778456 0.36841305]
 [0.14097219 0.4528302  0.11864269 0.28755492]]",(0.150436245962+0j)
198,198,The active bee landed on the flower. It was bursting with nectar.,0.9136047542776432,0.91360475427786,-5.266212603057414,4.749778756174651,"[[0.44712207 0.10078028 0.37462022 0.07747742]
 [0.51918791 0.02871445 0.424983   0.02711464]
 [0.0240965  0.00646965 0.79764579 0.17178806]
 [0.02938624 0.00117991 0.91478467 0.05464918]]",(0.241370297137+0j)
199,199,The hardworking bee hovered near the generous flower. It was yielding nectar.,0.651552280314095,0.6515522805082797,-3.3920153349378537,2.6062091220336514,"[[2.11858581e-01 3.97242873e-01 1.36546126e-01 2.54352420e-01]
 [5.49214219e-01 5.98872356e-02 3.51946598e-01 3.89519470e-02]
 [3.48401950e-01 6.51555037e-01 2.75658200e-06 4.02560171e-05]
 [9.01139869e-01 9.88171186e-02 2.09486752e-05 2.20639239e-05]]",(0.973912732776-0j)
200,200,The sniper targeted the terrorist. He was a resourceful shooter.,0.5684541938537445,0.5684541938725887,-4.4609512267245,2.8079395584981617,"[[0.04572628 0.59391941 0.02546522 0.33488909]
 [0.26046666 0.37917904 0.14695389 0.21340042]
 [0.03864924 0.502302   0.03254226 0.4265065 ]
 [0.22075207 0.32019917 0.18666847 0.27238029]]",(0.015918698608+0j)
201,201,The brilliant students researched the stimulating books. They were written by experts.,0.8830164696505135,0.8830164696503313,-5.248185341449789,4.673285694861235,"[[0.50886198 0.03181959 0.42584826 0.03347017]
 [0.44023151 0.10045006 0.38575502 0.07356341]
 [0.0499386  0.00175518 0.88477165 0.06353458]
 [0.04009709 0.01159668 0.78588943 0.16241679]]",(0.316404634025-0j)
202,202,The hardworking bee crawled on the flower. It was loaded with nectar.,0.8271022801633297,0.8271022799309172,-4.528401582424875,4.31498695641377,"[[0.38155048 0.10278099 0.51154638 0.00412215]
 [0.43163822 0.05269325 0.30433771 0.21133082]
 [0.01352558 0.05246901 0.87957129 0.05443412]
 [0.04900727 0.01698732 0.68696866 0.24703675]]",(0.301210037745-0j)
203,203,The bee flew from the flower. It was obtaining pollen.,0.4600285242304578,0.4600285242295984,-3.3328397958825517,1.8401140969284695,"[[1.85400664e-01 2.15792900e-01 2.76667086e-01 3.22139350e-01]
 [1.27102888e-01 2.74090676e-01 1.87239408e-01 4.11567028e-01]
 [8.47317908e-04 1.19190738e-03 4.61220432e-01 5.36740343e-01]
 [6.50554570e-04 1.38867072e-03 3.13691741e-01 6.84269033e-01]]",(0.245949603734-0j)
204,204,The resourceful sniper took down the dangerous terrorist. He was a barbaric guy.,0.7343675257272244,0.734367525637702,-5.148008712570645,3.9325601320463663,"[[0.02197533 0.7380458  0.00367828 0.23630058]
 [0.21972351 0.54029763 0.07536672 0.16461214]
 [0.01450375 0.52935899 0.01114987 0.4449874 ]
 [0.16666569 0.37719704 0.12842453 0.32771273]]",(0.99055469224+0j)
205,205,The eager students discussed the thought-provoking books. They were discovering new ideas.,0.4238326517111302,0.4238326516624368,-3.133328441446419,1.7034550679646523,"[[0.6406898  0.07200574 0.26356524 0.02373921]
 [0.51621406 0.19648149 0.1985126  0.08879185]
 [0.43708071 0.04334169 0.46717434 0.05240326]
 [0.35013071 0.13029169 0.36459595 0.15498165]]",(0.807813400865+0j)
206,206,The birds explored the seeds. They were a filling food.,0.6559603473862867,0.6559603475681282,-3.2229164559557058,2.1472583885605423,"[[0.8324502  0.09113888 0.07031753 0.00609339]
 [0.35789636 0.56569273 0.02887813 0.04753278]
 [0.38293681 0.04015362 0.51983091 0.05707865]
 [0.17039647 0.25269397 0.21637802 0.36053155]]",(0.178058981611-0j)
207,207,The birds gobbled up the seeds. They were fearless.,0.295704584028579,0.2957045862354809,-2.562843934199856,1.9208640767119685,"[[0.18451143 0.20355513 0.49283304 0.1191004 ]
 [0.07744784 0.31061872 0.11968061 0.49225283]
 [0.34932164 0.03955118 0.32802283 0.28310435]
 [0.18324826 0.20562456 0.01388019 0.59724699]]",(0.461635159556+0j)
208,208,The turbulent storm delayed the flight. It was carrying a VIP.,0.7825729904244019,0.7825729904244376,-3.9138227929964207,3.13029196169775,"[[0.00296004 0.01049306 0.17060286 0.81594404]
 [0.01123683 0.00221627 0.78478926 0.20175764]
 [0.04672699 0.23777601 0.12683591 0.58866108]
 [0.22373299 0.06077001 0.5722931  0.1432039 ]]",(0.437201157575-0j)
209,209,The accurate sniper took aim the terrorist. He was a veteran shooter.,0.9293024100589472,0.9293024100592951,-5.420322468674476,4.657838298758974,"[[6.64414935e-02 9.29625395e-01 3.22984965e-04 3.61012652e-03]
 [4.25294662e-01 5.70772226e-01 1.76761496e-03 2.16549652e-03]
 [4.47099580e-02 6.17509484e-01 2.20545204e-02 3.15726038e-01]
 [2.82993704e-01 3.79225738e-01 1.44068573e-01 1.93711985e-01]]",(0.145148042033+0j)
210,210,The storm prevented the morning flight. It was full of passengers.,0.2781902013396496,0.278190201347818,-2.1137127062603533,1.112760805389282,"[[0.71970502 0.06554273 0.19006412 0.02468814]
 [0.58827317 0.19697457 0.19221991 0.02253235]
 [0.60454738 0.02703155 0.30522176 0.06319931]
 [0.46774666 0.16383227 0.31274642 0.05567465]]",(0.960289983579-0j)
211,211,The sailors left the dilapidated boats. They were tipping over.,0.6311305973809341,0.6311305974052406,-3.684158089884048,2.524522389634511,"[[0.1789428  0.67153322 0.04040262 0.10912136]
 [0.59324862 0.2572274  0.10045542 0.04906856]
 [0.10784923 0.44452686 0.1114962  0.33612771]
 [0.36808703 0.18428906 0.32561701 0.1220069 ]]",(0.154031673198+0j)
212,212,The dull knife scraped the fence effortlessly. It was surrounding the property.,0.7279974891765518,0.7279974892072911,-4.496935131627791,3.5087839033492454,"[[0.61268002 0.31741185 0.06193821 0.00796992]
 [0.17483176 0.75526011 0.02726262 0.04264551]
 [0.58215454 0.24166217 0.09246369 0.0837196 ]
 [0.17386682 0.6499499  0.02822757 0.14795572]]",(0.876848831971-0j)
213,213,The bee flew back out of the rich flower. It was full of pollen.,0.9324351029773708,0.932435103052643,-5.106008386625553,4.547860648792494,"[[0.43938044 0.13012994 0.33466    0.09582962]
 [0.55108308 0.01842731 0.41591347 0.01457615]
 [0.02644813 0.00811332 0.74759232 0.21784624]
 [0.03339333 0.00116812 0.93360322 0.03183534]]",(0.99888102796-0j)
214,214,The bee settled on the fruitful flower. It was finding pollen.,0.9545007493571628,0.954500749375144,-5.44940267933211,4.645900763002619,"[[3.90278129e-01 4.85238967e-03 6.04588705e-01 2.80777097e-04]
 [2.23952715e-01 1.71177804e-01 3.78152245e-01 2.26717237e-01]
 [3.61568814e-02 4.20920242e-03 9.58709952e-01 9.23964341e-04]
 [3.36261009e-02 6.73998299e-03 5.68478859e-01 3.91155057e-01]]",(0.331175333813+0j)
215,215,The sailors leaped off the unsteady boats. They were overworked.,0.4789321952833629,0.4789321952833725,-3.539698638336959,2.317200863493378,"[[0.22308451 0.55378567 0.07485348 0.14827634]
 [0.6716743  0.10519587 0.2055639  0.01756593]
 [0.18087243 0.35891665 0.11706556 0.34314537]
 [0.48194061 0.05784847 0.39529759 0.06491333]]",(0.987877065745+0j)
216,216,The innovative people led a rally against the government. They were colluding with corporations.,0.5497727951127059,0.5497727951269662,-3.070734801941209,2.199091180508213,"[[0.26633064 0.45070892 0.10528114 0.1776793 ]
 [0.64167985 0.07535971 0.24521535 0.03774509]
 [0.33565274 0.58573184 0.03595904 0.04265638]
 [0.8136661  0.10771847 0.0732291  0.00538633]]",(0.993103084185-0j)
217,217,The knowledgeable sailors fell off the well-built boats. They were using limited resources.,0.3328101896720149,0.3328101895420673,-2.374700212083477,1.567931649553637,"[[4.23666109e-01 2.85273853e-01 1.78850587e-01 1.12209450e-01]
 [7.04772289e-01 4.16767311e-03 2.89727320e-01 1.33271804e-03]
 [5.16702060e-01 3.38310581e-01 8.58146369e-02 5.91727227e-02]
 [8.50011869e-01 5.00077155e-03 1.44487740e-01 4.99619596e-04]]",(0.326356320001+0j)
218,218,The storm hindered the morning flight. It was bringing high winds.,0.3922682148877647,0.3922682148812308,-2.173442499320993,1.79396507220125,"[[0.1743001  0.49293578 0.10066757 0.23209655]
 [0.50757074 0.15966514 0.04378843 0.28897569]
 [0.09827725 0.50930496 0.17669041 0.21572737]
 [0.21241262 0.39516959 0.33894654 0.05347125]]",(0.026620688129-0j)
219,219,The productive bee hovered over the intricate flower. It was brimming with nectar.,0.3255417064393071,0.3255417064393071,-1.8432082590075485,1.321789995436356,"[[0.49831005 0.13665106 0.28582323 0.07921566]
 [0.60965912 0.02530199 0.3508437  0.0141952 ]
 [0.75690528 0.20850333 0.027228   0.00736339]
 [0.9273025  0.0381061  0.03320031 0.00139108]]",(0.220059053096+0j)
220,220,The durable knife severed the school fence near the garden. It was a thin and ineffective.,0.4787222566509834,0.4787222566503707,-2.186035449504986,1.91488902661002,"[[0.06273921 0.08734092 0.13369505 0.71622483]
 [0.07351969 0.07656044 0.55528269 0.29463718]
 [0.16475168 0.26820498 0.03168258 0.53536077]
 [0.40763311 0.02532355 0.22116928 0.34587407]]",(0.493281385599-0j)
221,221,The serrated knife sliced through the school fence surrounding the garden. It was a easily cut.,0.5477531453028076,0.5477531453072002,-2.600786484559398,1.757256924272849,"[[0.07702013 0.40646907 0.02620871 0.49030209]
 [0.1914963  0.2919929  0.21166776 0.30484304]
 [0.01770288 0.02647209 0.08552597 0.87029906]
 [0.03329471 0.01088026 0.36986935 0.58595568]]",(0.160556313817+0j)
222,222,The formidable heart moved blood with great force. It was a agile organ.,0.7258998605130631,0.7258998605130607,-5.4846816619907415,4.47395066568848,"[[0.12912816 0.62438294 0.03011052 0.21637839]
 [0.28631158 0.46719951 0.0746117  0.1718772 ]
 [0.13000029 0.75513824 0.02923838 0.08562308]
 [0.3242431  0.56089544 0.03668019 0.07818127]]",(0.154902301777-0j)
223,223,The activist people formed a picket line against the government. They were not giving up.,0.6379126862034146,0.6379126862102649,-3.8891168060593513,2.56553671405125,"[[0.18514162 0.43389832 0.11472007 0.26623999]
 [0.36601748 0.25302247 0.24955097 0.13140908]
 [0.27336307 0.66441131 0.02649862 0.035727  ]
 [0.57472551 0.36304887 0.04084294 0.02138268]]",(0.132538756182-0j)
224,224,The precision knife cut through the fence with strength. It was a a durable blade.,0.5821224557795847,0.5821224558224551,-2.857545175451458,2.3512703380345865,"[[0.61115261 0.19972999 0.11276548 0.07635192]
 [0.18031953 0.63056307 0.04844061 0.14067679]
 [0.46095468 0.26865853 0.26296341 0.00742338]
 [0.05482046 0.67479276 0.17393968 0.0964471 ]]",(0.409695494309+0j)
225,225,The sharp knife sliced through the weak fence effortlessly. It was a surrounding the construction site.,0.5414800576871936,0.5414800575525625,-4.655951119581712,3.106584827572271,"[[0.29444113 0.56793826 0.02645821 0.1111624 ]
 [0.41040821 0.45197119 0.04836791 0.08925269]
 [0.20536244 0.48857983 0.1155369  0.19052083]
 [0.33959147 0.3543508  0.11918465 0.18687308]]",(0.009490927189-0j)
226,226,The proactive people marched against the ineffective government. They were fighting for their dignity.,0.4939383982910827,0.4939383982912703,-3.7053843667389543,2.2889901759827413,"[[0.13200301 0.12758597 0.37640739 0.36400362]
 [0.19566437 0.06392462 0.55786302 0.182548  ]
 [0.42296203 0.4088745  0.08544838 0.0827151 ]
 [0.62684771 0.20498882 0.12667967 0.0414838 ]]",(0.965699319669-0j)
227,227,The persistent students examined the thought-provoking books. They were containing valuable information.,0.9267140887993668,0.9267140887994898,-4.79399701347795,3.70685635519796,"[[0.5065783  0.01901729 0.45740605 0.01699837]
 [0.26004592 0.26554966 0.23521225 0.23919216]
 [0.03591868 0.00135158 0.92806567 0.03466408]
 [0.01836305 0.0189072  0.47689512 0.48583462]]",(0.325202396471-0j)
228,228,The unyielding heart drove blood with determination. It was a pumping muscle.,0.5690025596916166,0.5690025598897752,-5.3838451132015095,4.13650409831113,"[[0.26298058 0.57589215 0.02964124 0.13148603]
 [0.33839037 0.50048236 0.0353589  0.12576838]
 [0.22172205 0.63990233 0.07089977 0.06747585]
 [0.3197692  0.54185519 0.05398007 0.08439555]]",(0.746988793996-0j)
229,229,The energetic people demonstrated against the dishonest government. They were committing genocide.,0.7216013372563344,0.7216013411322219,-4.017393865840393,2.886405364528887,"[[0.65540391 0.2960082  0.03308742 0.01550047]
 [0.21867618 0.73273593 0.01113459 0.0374533 ]
 [0.41676468 0.18911329 0.27172664 0.12239538]
 [0.13839891 0.46747906 0.09141186 0.30271017]]",(0.108348583368-0j)
230,230,The unyielding heart drove blood with unwavering attention. It was a beating organ.,0.4474227651151624,0.4474227649001466,-3.4991224934195877,2.17652333365448,"[[0.10009159 0.31468754 0.16006086 0.42516001]
 [0.17379367 0.24098546 0.14427739 0.44094348]
 [0.1455567  0.56201852 0.11459575 0.17782903]
 [0.22652284 0.48105237 0.09154822 0.20087657]]",(0.560020938065+0j)
231,231,The durable knife scratched the fence separating the yards. It was damaged and unstable.,0.2973975705541565,0.2973975702430008,-3.074589028822529,1.5267935693449293,"[[0.28031796 0.41520375 0.11780618 0.1866721 ]
 [0.36231799 0.33320372 0.08235643 0.22212185]
 [0.15505885 0.37391639 0.24306529 0.22795946]
 [0.24098943 0.28798581 0.20368499 0.26733976]]",(0.942759401736+0j)
232,232,The birds swooped down to the tasty seeds. They were seeking nourishment.,0.327250720715512,0.3272507207177444,-2.115126751973273,1.441079695925508,"[[0.39575768 0.01533543 0.29203224 0.29687466]
 [0.32197202 0.08912109 0.12214029 0.4667666 ]
 [0.63984208 0.13152095 0.04794784 0.18068913]
 [0.42720051 0.34416252 0.0169118  0.21172518]]",(0.146494271765+0j)
233,233,The tireless bee inspected the symmetrical flower. It was seeking nectar.,0.438724959798485,0.4387249597973186,-3.575002986963021,2.197844908469324,"[[0.24987632 0.07811935 0.47135729 0.20064703]
 [0.07030611 0.25768956 0.10146627 0.57053805]
 [0.213249   0.06925965 0.50798461 0.20950673]
 [0.0485451  0.23396355 0.12322728 0.59426407]]",(0.800604446592+0j)
234,234,The outraged people took to the street against the unfair government. They were violating international law.,0.7631127171173615,0.7631127171064096,-3.867795566637123,3.0524508685099603,"[[0.41506699 0.08257154 0.418963   0.08339846]
 [0.10748338 0.39015515 0.1084471  0.39391437]
 [0.81656005 0.16248315 0.01746995 0.00348685]
 [0.21141486 0.76762834 0.00451562 0.01644119]]",(0.162699691244-0j)
235,235,The efficient bee sipped nectar from the flower. It was producing nectar.,0.6249152080964795,0.6249152080538886,-4.456753423712814,3.872824986959895,"[[0.03463768 0.75154035 0.12662515 0.08719682]
 [0.17791363 0.6082644  0.04896838 0.16485359]
 [0.09171326 0.47845979 0.06954957 0.36027738]
 [0.0382041  0.53196895 0.18867791 0.24114904]]",(0.681416849994+0j)
236,236,The storm posed a threat to the flight. It was carrying essential supplies.,0.67829606476248,0.678296064760121,-3.4467599303245087,2.465711668226894,"[[0.06794293 0.52220156 0.04310545 0.36675006]
 [0.41722797 0.17291653 0.28248079 0.12737472]
 [0.00948745 0.07379339 0.10156092 0.81515824]
 [0.05943187 0.02384897 0.64027688 0.27644227]]",(0.926390302855+0j)
237,237,The intense storm threatened the flight. It was headed for Europe.,0.8184281833078757,0.8184281833079614,-6.131474805414086,5.356183645102523,"[[0.03621127 0.82460912 0.00618093 0.13299868]
 [0.17496863 0.68585176 0.02764091 0.1115387 ]
 [0.03123629 0.69199098 0.01115591 0.26561682]
 [0.14538081 0.57784646 0.05722873 0.219544  ]]",(0.114270571392-0j)
238,238,The sharp knife severed the soccer fence easily. It was a flexible and resilient.,0.7932882151074336,0.7932882151262292,-4.099699702885304,3.173152860515136,"[[2.02627955e-01 7.93519279e-01 2.31063991e-04 3.62170236e-03]
 [7.13329652e-01 2.82817581e-01 1.37263057e-03 2.48013578e-03]
 [1.18935338e-01 4.95876055e-01 8.39236804e-02 3.01264927e-01]
 [4.41073482e-01 1.73737911e-01 2.73628801e-01 1.11559806e-01]]",(0.462348095522+0j)
239,239,The persistent students explored the contemporary books. They were seeking knowledge.,0.668850863730949,0.6688508637355259,-3.547818189403571,2.6754034549325967,"[[0.84870279 0.14038521 0.00915212 0.00175988]
 [0.31656492 0.67252308 0.00367222 0.00723978]
 [0.53702803 0.09117876 0.32082688 0.05096634]
 [0.19879211 0.42941468 0.12144503 0.25034818]]",(0.508776555576+0j)
240,240,The heart drove blood rapidly. It was a robust muscle.,0.6564133608837636,0.6564133619704082,-4.757133734598856,3.185873088886948,"[[3.43559218e-01 6.56419767e-01 6.40513990e-06 1.46101309e-05]
 [4.71852004e-01 5.28126981e-01 2.12600161e-06 1.88892691e-05]
 [2.09347532e-01 4.02561508e-01 1.34218091e-01 2.53872869e-01]
 [2.88398985e-01 3.23510055e-01 1.83455145e-01 2.04635815e-01]]",(0.603111945358-0j)
241,241,The students pored over the intricate books. They were rich with meaning.,0.8056125439012136,0.8056125439014861,-3.96478503718394,3.2224501756059443,"[[0.13236453 0.01225489 0.81786743 0.03751316]
 [0.0606655  0.08395391 0.46846674 0.38691384]
 [0.71052936 0.03852943 0.2397026  0.01123861]
 [0.3768347  0.37222409 0.15229754 0.09864367]]",(0.265210366835-0j)
242,242,The persistent students perused the stimulating books. They were exploring ideas.,0.2795607606006293,0.2795607604747598,-1.7114929829402532,1.1182430426894912,"[[0.20833474 0.13461952 0.302133   0.35491274]
 [0.24348198 0.09947228 0.03682064 0.6202251 ]
 [0.22355878 0.0073482  0.28690896 0.48218406]
 [0.1041911  0.12671588 0.17611153 0.5929815 ]]",(0.000820188667-0j)
243,243,The sturdy knife punctured the swimming fence smoothly. It was a thin and ineffective.,0.6873812236078742,0.6873812246685218,-3.7460286058703742,2.7495248986761363,"[[1.61778111e-01 6.87524370e-01 1.43145391e-04 1.50554373e-01]
 [6.65985875e-01 1.83316606e-01 5.46663107e-02 9.60312080e-02]
 [1.02059934e-01 5.01038039e-01 5.98613222e-02 3.37040704e-01]
 [4.16292986e-01 1.86804987e-01 3.04359200e-01 9.25428271e-02]]",(0.599598351273+0j)
244,244,The persistent students read the humorous books. They were sharpening their minds.,0.5588436369261471,0.5588436369161689,-4.923347647640002,3.5479518654803943,"[[0.06141494 0.05724509 0.61608872 0.26525126]
 [0.08397118 0.03468884 0.57378817 0.30755181]
 [0.23804877 0.09156624 0.43945488 0.2309301 ]
 [0.24342226 0.08619275 0.41433708 0.2560479 ]]",(0.207981650261-0j)
245,245,The adventurous students read through the books. They were sharpening their minds.,0.2708343322365474,0.2708343322142063,-1.6668039936282677,1.0833373289705563,"[[0.07880976 0.15275823 0.32800076 0.44043125]
 [0.21004951 0.02151848 0.29235282 0.47607919]
 [0.32594079 0.08237092 0.08086973 0.51081856]
 [0.30766683 0.10064488 0.1947355  0.39695279]]",(0.073013845127+0j)
246,246,The massive storm made the scheduled flight. It was carrying a VIP.,0.7922481764771058,0.7922481767271782,-3.911653946385933,3.1689927069087123,"[[4.51548928e-05 1.90127985e-04 1.70711862e-01 8.29052855e-01]
 [1.92017276e-04 4.32656012e-05 7.92291442e-01 2.07473275e-01]
 [6.55768165e-02 3.20134628e-01 1.05180201e-01 5.09108355e-01]
 [3.05373198e-01 8.03382469e-02 4.87110262e-01 1.27178293e-01]]",(0.318841799183-0j)
247,247,The starving birds flitted to the seeds. They were a fun food.,0.7526592151294266,0.7526592151296169,-4.05773982200502,3.010636860518469,"[[0.59968215 0.10103945 0.2560808  0.04319759]
 [0.2581224  0.44259921 0.11040622 0.18887218]
 [0.08823083 0.0148729  0.76753212 0.12936414]
 [0.03790076 0.06520297 0.33062785 0.56626841]]",(0.219218514407+0j)
248,248,The knife severed the weak fence quickly. It was weak and unstable.,0.3918858091523419,0.3918858091973254,-2.044512194514674,1.5675432368061983,"[[0.29911388 0.430529   0.03864319 0.23171394]
 [0.69992375 0.02971913 0.02529451 0.24506262]
 [0.25281831 0.11408535 0.08493876 0.54815758]
 [0.3192515  0.04765216 0.40596676 0.22712958]]",(0.409493461808-0j)
249,249,The storm devastated the international flight. It was carrying a VIP.,0.7844408924399024,0.7844408927311568,-3.907703866763698,3.137763570924627,"[[0.0020756  0.01076072 0.1722082  0.81495548]
 [0.01006403 0.00277229 0.78721318 0.19995051]
 [0.06718514 0.31652532 0.10709866 0.50919089]
 [0.30631247 0.07739798 0.49096473 0.12532481]]",(0.108676347904+0j)
250,250,The storm frightened the commercial flight. It was putting lives in peril.,0.7323259039432696,0.732325903943305,-2.7740439743105045,2.2032181604799583,"[[0.86205694 0.09327468 0.0356712  0.00899719]
 [0.36305408 0.59227753 0.04147299 0.00319539]
 [0.36983238 0.07449746 0.52789576 0.0277744 ]
 [0.12073385 0.323596   0.28379323 0.27187693]]",(0.23460418471-0j)
251,251,The serrated knife scraped the swimming fence surrounding the park. It was a blocking the view.,0.3798607255775006,0.3798607255684298,-4.009150949322895,2.4311782596399216,"[[0.05000226 0.36204862 0.0702982  0.51765092]
 [0.30011079 0.11194009 0.42798424 0.15996488]
 [0.04360791 0.30462639 0.07669255 0.57507315]
 [0.25586279 0.09237151 0.47223223 0.17953347]]",(0.065987767877-0j)
252,252,The powerful storm threatened the flight. It was making road conditions hazardous.,0.548642536300393,0.5486425362932501,-3.613082517667404,2.4308528956943216,"[[0.2563897  0.04272415 0.49399643 0.20688972]
 [0.07172489 0.22738896 0.07094801 0.62993814]
 [0.5247209  0.16659455 0.22566524 0.08301932]
 [0.09889291 0.59242253 0.04378    0.26490456]]",(0.288432465053-0j)
253,253,The treacherous storm devastated the flight. It was carrying essential supplies.,0.628854365644351,0.6288543656329986,-3.842503053405872,2.547874088275927,"[[0.0828598  0.62469434 0.03180988 0.26063598]
 [0.49649436 0.21105978 0.20294562 0.08950024]
 [0.08423557 0.65928847 0.03043411 0.22604185]
 [0.51770867 0.22581537 0.18173131 0.07474465]]",(0.115123034248-0j)
254,254,The heart circulated blood with determination. It was a diligent organ.,0.5115429302047808,0.5115429302079968,-4.431573959242099,2.8956396046334767,"[[0.34983069 0.54672447 0.03518154 0.06826331]
 [0.54206941 0.35448574 0.04995983 0.05348501]
 [0.29506786 0.50932835 0.08994436 0.10565943]
 [0.47056289 0.33383333 0.12146636 0.07413743]]",(0.136002650249-0j)
255,255,The storm threatened the morning flight. It was causing flash floods.,0.8406653768937232,0.8406653768947914,-5.094878195430777,4.332966300283565,"[[0.37255102 0.13251166 0.37508786 0.11984945]
 [0.4612372  0.04382549 0.41393653 0.08100078]
 [0.02953441 0.00497394 0.71810447 0.24738718]
 [0.03177697 0.00273138 0.84339676 0.12209489]]",(0.094499717268+0j)
